A search for the stationary solution
---

15 parameters:
eps_0 = 2.00000000e-01
delta = 4.00000000e-02
l = 1.00000000e+00
Gamma = 1.00000000e+00
m = 5.00000000e-01
Phi_gradient = 0.00000000e+00
alpha = 0.00000000e+00
beta = 0.00000000e+00
r_power = 0
x_grid = 100
x_skip = 1
t_grid = 8192000
t_skip = 81920
width = 5.00000000e+00
duration = 6.00000000e+00
+

4.99686777e-02;1.49811323e-01;2.48509876e-01;3.44425091e-01;4.35675776e-01;5.20501476e-01;5.97534995e-01;6.65948883e-01;7.25476265e-01;7.76336771e-01;8.19111361e-01;8.54606011e-01;8.83731182e-01;9.07409787e-01;9.26515578e-01;9.41837785e-01;9.54065527e-01;9.63785565e-01;9.71488116e-01;9.77576846e-01;9.82380474e-01;9.86164395e-01;9.89141452e-01;9.91481463e-01;9.93319367e-01;9.94762058e-01;9.95893999e-01;9.96781808e-01;9.97477942e-01;9.98023666e-01;9.98451405e-01;9.98786625e-01;9.99049312e-01;9.99255145e-01;9.99416419e-01;9.99542777e-01;9.99641774e-01;9.99719334e-01;9.99780098e-01;9.99827704e-01;9.99865001e-01;9.99894222e-01;9.99917115e-01;9.99935051e-01;9.99949104e-01;9.99960115e-01;9.99968742e-01;9.99975502e-01;9.99980799e-01;9.99984950e-01;9.99988203e-01;9.99990752e-01;9.99992750e-01;9.99994315e-01;9.99995543e-01;9.99996505e-01;9.99997259e-01;9.99997850e-01;9.99998313e-01;9.99998677e-01;9.99998962e-01;9.99999185e-01;9.99999361e-01;9.99999498e-01;9.99999606e-01;9.99999690e-01;9.99999757e-01;9.99999809e-01;9.99999850e-01;9.99999882e-01;9.99999907e-01;9.99999927e-01;9.99999943e-01;9.99999955e-01;9.99999964e-01;9.99999972e-01;9.99999978e-01;9.99999983e-01;9.99999986e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.84130122e-02;1.99969421e+00;4.70420672e-04
4.99700973e-02;1.49815545e-01;2.48516700e-01;3.44434161e-01;4.35686607e-01;5.20513510e-01;5.97547664e-01;6.65961669e-01;7.25488739e-01;7.76348610e-01;8.19122352e-01;8.54616032e-01;8.83740188e-01;9.07417787e-01;9.26522618e-01;9.41843936e-01;9.54070869e-01;9.63790184e-01;9.71492094e-01;9.77580262e-01;9.82383402e-01;9.86166899e-01;9.89143592e-01;9.91483288e-01;9.93320923e-01;9.94763383e-01;9.95895128e-01;9.96782768e-01;9.97478759e-01;9.98024361e-01;9.98451996e-01;9.98787128e-01;9.99049739e-01;9.99255508e-01;9.99416728e-01;9.99543039e-01;9.99641997e-01;9.99719523e-01;9.99780260e-01;9.99827841e-01;9.99865117e-01;9.99894320e-01;9.99917199e-01;9.99935122e-01;9.99949165e-01;9.99960166e-01;9.99968786e-01;9.99975539e-01;9.99980831e-01;9.99984977e-01;9.99988225e-01;9.99990771e-01;9.99992766e-01;9.99994329e-01;9.99995554e-01;9.99996515e-01;9.99997267e-01;9.99997857e-01;9.99998319e-01;9.99998682e-01;9.99998966e-01;9.99999189e-01;9.99999364e-01;9.99999501e-01;9.99999608e-01;9.99999692e-01;9.99999759e-01;9.99999810e-01;9.99999851e-01;9.99999883e-01;9.99999908e-01;9.99999928e-01;9.99999943e-01;9.99999955e-01;9.99999965e-01;9.99999972e-01;9.99999978e-01;9.99999983e-01;9.99999987e-01;9.99999989e-01;9.99999992e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.84240895e-02;1.99975136e+00;3.84828330e-04
4.99712586e-02;1.49818999e-01;2.48522282e-01;3.44441580e-01;4.35695468e-01;5.20523355e-01;5.97558028e-01;6.65972128e-01;7.25498943e-01;7.76358296e-01;8.19131343e-01;8.54624230e-01;8.83747555e-01;9.07424331e-01;9.26528378e-01;9.41848968e-01;9.54075240e-01;9.63793962e-01;9.71495348e-01;9.77583058e-01;9.82385797e-01;9.86168948e-01;9.89145342e-01;9.91484781e-01;9.93322196e-01;9.94764468e-01;9.95896052e-01;9.96783554e-01;9.97479428e-01;9.98024930e-01;9.98452480e-01;9.98787539e-01;9.99050089e-01;9.99255805e-01;9.99416981e-01;9.99543254e-01;9.99642179e-01;9.99719679e-01;9.99780391e-01;9.99827953e-01;9.99865212e-01;9.99894401e-01;9.99917267e-01;9.99935181e-01;9.99949214e-01;9.99960208e-01;9.99968822e-01;9.99975570e-01;9.99980857e-01;9.99984999e-01;9.99988244e-01;9.99990787e-01;9.99992779e-01;9.99994341e-01;9.99995564e-01;9.99996523e-01;9.99997274e-01;9.99997863e-01;9.99998324e-01;9.99998686e-01;9.99998970e-01;9.99999192e-01;9.99999366e-01;9.99999503e-01;9.99999610e-01;9.99999694e-01;9.99999760e-01;9.99999812e-01;9.99999852e-01;9.99999884e-01;9.99999909e-01;9.99999928e-01;9.99999944e-01;9.99999956e-01;9.99999965e-01;9.99999973e-01;9.99999979e-01;9.99999983e-01;9.99999987e-01;9.99999990e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.84331519e-02;1.99979812e+00;3.14807094e-04
4.99722086e-02;1.49821824e-01;2.48526849e-01;3.44447650e-01;4.35702717e-01;5.20531408e-01;5.97566506e-01;6.65980684e-01;7.25507290e-01;7.76366219e-01;8.19138698e-01;8.54630936e-01;8.83753581e-01;9.07429684e-01;9.26533089e-01;9.41853084e-01;9.54078815e-01;9.63797053e-01;9.71498011e-01;9.77585344e-01;9.82387756e-01;9.86170624e-01;9.89146773e-01;9.91486003e-01;9.93323238e-01;9.94765355e-01;9.95896807e-01;9.96784197e-01;9.97479975e-01;9.98025395e-01;9.98452876e-01;9.98787876e-01;9.99050375e-01;9.99256048e-01;9.99417187e-01;9.99543429e-01;9.99642329e-01;9.99719805e-01;9.99780499e-01;9.99828045e-01;9.99865290e-01;9.99894467e-01;9.99917324e-01;9.99935229e-01;9.99949255e-01;9.99960243e-01;9.99968851e-01;9.99975595e-01;9.99980878e-01;9.99985017e-01;9.99988259e-01;9.99990800e-01;9.99992790e-01;9.99994350e-01;9.99995572e-01;9.99996530e-01;9.99997280e-01;9.99997868e-01;9.99998329e-01;9.99998690e-01;9.99998973e-01;9.99999195e-01;9.99999368e-01;9.99999505e-01;9.99999612e-01;9.99999695e-01;9.99999761e-01;9.99999812e-01;9.99999853e-01;9.99999884e-01;9.99999909e-01;9.99999929e-01;9.99999944e-01;9.99999956e-01;9.99999966e-01;9.99999973e-01;9.99999979e-01;9.99999983e-01;9.99999987e-01;9.99999990e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.84405657e-02;1.99983636e+00;2.57525001e-04
4.99729858e-02;1.49824135e-01;2.48530585e-01;3.44452616e-01;4.35708646e-01;5.20537996e-01;5.97573442e-01;6.65987684e-01;7.25514118e-01;7.76372700e-01;8.19144714e-01;8.54636422e-01;8.83758511e-01;9.07434063e-01;9.26536944e-01;9.41856451e-01;9.54081739e-01;9.63799581e-01;9.71500188e-01;9.77587214e-01;9.82389359e-01;9.86171995e-01;9.89147945e-01;9.91487002e-01;9.93324090e-01;9.94766081e-01;9.95897425e-01;9.96784723e-01;9.97480423e-01;9.98025776e-01;9.98453200e-01;9.98788151e-01;9.99050609e-01;9.99256247e-01;9.99417356e-01;9.99543573e-01;9.99642451e-01;9.99719909e-01;9.99780587e-01;9.99828120e-01;9.99865354e-01;9.99894521e-01;9.99917370e-01;9.99935268e-01;9.99949288e-01;9.99960271e-01;9.99968875e-01;9.99975615e-01;9.99980895e-01;9.99985031e-01;9.99988272e-01;9.99990810e-01;9.99992799e-01;9.99994358e-01;9.99995579e-01;9.99996535e-01;9.99997285e-01;9.99997872e-01;9.99998332e-01;9.99998693e-01;9.99998975e-01;9.99999197e-01;9.99999370e-01;9.99999506e-01;9.99999613e-01;9.99999696e-01;9.99999762e-01;9.99999813e-01;9.99999853e-01;9.99999885e-01;9.99999910e-01;9.99999929e-01;9.99999944e-01;9.99999956e-01;9.99999966e-01;9.99999973e-01;9.99999979e-01;9.99999983e-01;9.99999987e-01;9.99999990e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.84466307e-02;1.99986765e+00;2.10664897e-04
4.99736216e-02;1.49826026e-01;2.48533641e-01;3.44456678e-01;4.35713497e-01;5.20543385e-01;5.97579115e-01;6.65993410e-01;7.25519704e-01;7.76378002e-01;8.19149636e-01;8.54640909e-01;8.83762544e-01;9.07437645e-01;9.26540096e-01;9.41859205e-01;9.54084131e-01;9.63801649e-01;9.71501970e-01;9.77588745e-01;9.82390671e-01;9.86173117e-01;9.89148903e-01;9.91487820e-01;9.93324787e-01;9.94766675e-01;9.95897931e-01;9.96785154e-01;9.97480789e-01;9.98026087e-01;9.98453464e-01;9.98788376e-01;9.99050801e-01;9.99256410e-01;9.99417495e-01;9.99543691e-01;9.99642551e-01;9.99719994e-01;9.99780659e-01;9.99828181e-01;9.99865406e-01;9.99894566e-01;9.99917407e-01;9.99935300e-01;9.99949315e-01;9.99960294e-01;9.99968895e-01;9.99975632e-01;9.99980909e-01;9.99985043e-01;9.99988282e-01;9.99990819e-01;9.99992807e-01;9.99994364e-01;9.99995584e-01;9.99996540e-01;9.99997288e-01;9.99997875e-01;9.99998335e-01;9.99998695e-01;9.99998977e-01;9.99999198e-01;9.99999372e-01;9.99999507e-01;9.99999614e-01;9.99999697e-01;9.99999763e-01;9.99999814e-01;9.99999854e-01;9.99999885e-01;9.99999910e-01;9.99999930e-01;9.99999945e-01;9.99999957e-01;9.99999966e-01;9.99999973e-01;9.99999979e-01;9.99999984e-01;9.99999987e-01;9.99999990e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.84515922e-02;1.99989325e+00;1.72330929e-04
4.99741416e-02;1.49827573e-01;2.48536141e-01;3.44460000e-01;4.35717465e-01;5.20547794e-01;5.97583756e-01;6.65998093e-01;7.25524273e-01;7.76382339e-01;8.19153662e-01;8.54644580e-01;8.83765843e-01;9.07440576e-01;9.26542675e-01;9.41861459e-01;9.54086088e-01;9.63803341e-01;9.71503427e-01;9.77589996e-01;9.82391743e-01;9.86174035e-01;9.89149686e-01;9.91488488e-01;9.93325357e-01;9.94767160e-01;9.95898344e-01;9.96785506e-01;9.97481088e-01;9.98026342e-01;9.98453681e-01;9.98788560e-01;9.99050957e-01;9.99256543e-01;9.99417608e-01;9.99543787e-01;9.99642632e-01;9.99720064e-01;9.99780719e-01;9.99828231e-01;9.99865449e-01;9.99894602e-01;9.99917438e-01;9.99935326e-01;9.99949337e-01;9.99960313e-01;9.99968911e-01;9.99975645e-01;9.99980921e-01;9.99985053e-01;9.99988290e-01;9.99990826e-01;9.99992813e-01;9.99994369e-01;9.99995588e-01;9.99996543e-01;9.99997292e-01;9.99997878e-01;9.99998337e-01;9.99998697e-01;9.99998979e-01;9.99999200e-01;9.99999373e-01;9.99999508e-01;9.99999615e-01;9.99999698e-01;9.99999763e-01;9.99999814e-01;9.99999854e-01;9.99999886e-01;9.99999910e-01;9.99999930e-01;9.99999945e-01;9.99999957e-01;9.99999966e-01;9.99999973e-01;9.99999979e-01;9.99999984e-01;9.99999987e-01;9.99999990e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.84556511e-02;1.99991419e+00;1.40972004e-04
4.99745671e-02;1.49828838e-01;2.48538186e-01;3.44462719e-01;4.35720711e-01;5.20551400e-01;5.97587553e-01;6.66001925e-01;7.25528011e-01;7.76385887e-01;8.19156956e-01;8.54647583e-01;8.83768541e-01;9.07442973e-01;9.26544785e-01;9.41863302e-01;9.54087689e-01;9.63804725e-01;9.71504619e-01;9.77591020e-01;9.82392621e-01;9.86174785e-01;9.89150328e-01;9.91489035e-01;9.93325823e-01;9.94767558e-01;9.95898683e-01;9.96785794e-01;9.97481333e-01;9.98026550e-01;9.98453858e-01;9.98788711e-01;9.99051085e-01;9.99256652e-01;9.99417700e-01;9.99543866e-01;9.99642699e-01;9.99720121e-01;9.99780767e-01;9.99828272e-01;9.99865484e-01;9.99894632e-01;9.99917463e-01;9.99935347e-01;9.99949356e-01;9.99960329e-01;9.99968924e-01;9.99975656e-01;9.99980930e-01;9.99985061e-01;9.99988297e-01;9.99990832e-01;9.99992818e-01;9.99994373e-01;9.99995592e-01;9.99996546e-01;9.99997294e-01;9.99997880e-01;9.99998339e-01;9.99998698e-01;9.99998980e-01;9.99999201e-01;9.99999374e-01;9.99999509e-01;9.99999615e-01;9.99999699e-01;9.99999764e-01;9.99999815e-01;9.99999855e-01;9.99999886e-01;9.99999911e-01;9.99999930e-01;9.99999945e-01;9.99999957e-01;9.99999966e-01;9.99999974e-01;9.99999979e-01;9.99999984e-01;9.99999987e-01;9.99999990e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.84589714e-02;1.99993131e+00;1.15319132e-04
4.99749151e-02;1.49829873e-01;2.48539859e-01;3.44464942e-01;4.35723366e-01;5.20554350e-01;5.97590658e-01;6.66005059e-01;7.25531069e-01;7.76388789e-01;8.19159650e-01;8.54650039e-01;8.83770749e-01;9.07444934e-01;9.26546511e-01;9.41864810e-01;9.54088999e-01;9.63805857e-01;9.71505594e-01;9.77591858e-01;9.82393338e-01;9.86175399e-01;9.89150852e-01;9.91489483e-01;9.93326205e-01;9.94767883e-01;9.95898959e-01;9.96786029e-01;9.97481534e-01;9.98026721e-01;9.98454003e-01;9.98788834e-01;9.99051190e-01;9.99256741e-01;9.99417776e-01;9.99543930e-01;9.99642754e-01;9.99720167e-01;9.99780806e-01;9.99828306e-01;9.99865512e-01;9.99894656e-01;9.99917484e-01;9.99935365e-01;9.99949371e-01;9.99960341e-01;9.99968934e-01;9.99975665e-01;9.99980938e-01;9.99985068e-01;9.99988303e-01;9.99990837e-01;9.99992822e-01;9.99994377e-01;9.99995595e-01;9.99996549e-01;9.99997296e-01;9.99997882e-01;9.99998340e-01;9.99998700e-01;9.99998981e-01;9.99999202e-01;9.99999374e-01;9.99999510e-01;9.99999616e-01;9.99999699e-01;9.99999764e-01;9.99999815e-01;9.99999855e-01;9.99999886e-01;9.99999911e-01;9.99999930e-01;9.99999945e-01;9.99999957e-01;9.99999966e-01;9.99999974e-01;9.99999979e-01;9.99999984e-01;9.99999987e-01;9.99999990e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.84616876e-02;1.99994533e+00;9.43341460e-05
4.99751998e-02;1.49830720e-01;2.48541227e-01;3.44466761e-01;4.35725538e-01;5.20556763e-01;5.97593199e-01;6.66007623e-01;7.25533570e-01;7.76391163e-01;8.19161854e-01;8.54652049e-01;8.83772554e-01;9.07446538e-01;9.26547923e-01;9.41866043e-01;9.54090070e-01;9.63806783e-01;9.71506392e-01;9.77592543e-01;9.82393925e-01;9.86175901e-01;9.89151281e-01;9.91489849e-01;9.93326517e-01;9.94768149e-01;9.95899186e-01;9.96786222e-01;9.97481698e-01;9.98026860e-01;9.98454122e-01;9.98788935e-01;9.99051276e-01;9.99256814e-01;9.99417838e-01;9.99543983e-01;9.99642799e-01;9.99720205e-01;9.99780839e-01;9.99828333e-01;9.99865536e-01;9.99894676e-01;9.99917501e-01;9.99935379e-01;9.99949383e-01;9.99960352e-01;9.99968943e-01;9.99975673e-01;9.99980944e-01;9.99985073e-01;9.99988307e-01;9.99990841e-01;9.99992825e-01;9.99994379e-01;9.99995597e-01;9.99996551e-01;9.99997298e-01;9.99997883e-01;9.99998342e-01;9.99998701e-01;9.99998982e-01;9.99999202e-01;9.99999375e-01;9.99999510e-01;9.99999616e-01;9.99999699e-01;9.99999764e-01;9.99999815e-01;9.99999855e-01;9.99999887e-01;9.99999911e-01;9.99999930e-01;9.99999945e-01;9.99999957e-01;9.99999966e-01;9.99999974e-01;9.99999979e-01;9.99999984e-01;9.99999987e-01;9.99999990e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.84639095e-02;1.99995679e+00;7.71677277e-05
4.99754327e-02;1.49831412e-01;2.48542347e-01;3.44468249e-01;4.35727315e-01;5.20558737e-01;5.97595277e-01;6.66009720e-01;7.25535616e-01;7.76393105e-01;8.19163656e-01;8.54653692e-01;8.83774032e-01;9.07447850e-01;9.26549078e-01;9.41867052e-01;9.54090946e-01;9.63807541e-01;9.71507045e-01;9.77593103e-01;9.82394406e-01;9.86176312e-01;9.89151632e-01;9.91490148e-01;9.93326772e-01;9.94768366e-01;9.95899371e-01;9.96786379e-01;9.97481832e-01;9.98026974e-01;9.98454219e-01;9.98789018e-01;9.99051346e-01;9.99256874e-01;9.99417889e-01;9.99544026e-01;9.99642835e-01;9.99720236e-01;9.99780865e-01;9.99828356e-01;9.99865555e-01;9.99894692e-01;9.99917514e-01;9.99935391e-01;9.99949393e-01;9.99960360e-01;9.99968950e-01;9.99975679e-01;9.99980949e-01;9.99985078e-01;9.99988311e-01;9.99990844e-01;9.99992828e-01;9.99994382e-01;9.99995599e-01;9.99996552e-01;9.99997299e-01;9.99997884e-01;9.99998343e-01;9.99998702e-01;9.99998983e-01;9.99999203e-01;9.99999376e-01;9.99999511e-01;9.99999617e-01;9.99999700e-01;9.99999765e-01;9.99999816e-01;9.99999856e-01;9.99999887e-01;9.99999911e-01;9.99999930e-01;9.99999946e-01;9.99999957e-01;9.99999967e-01;9.99999974e-01;9.99999979e-01;9.99999984e-01;9.99999987e-01;9.99999990e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.84657272e-02;1.99996616e+00;6.31250692e-05
4.99756232e-02;1.49831979e-01;2.48543263e-01;3.44469466e-01;4.35728768e-01;5.20560352e-01;5.97596977e-01;6.66011436e-01;7.25537290e-01;7.76394694e-01;8.19165131e-01;8.54655037e-01;8.83775240e-01;9.07448923e-01;9.26550022e-01;9.41867877e-01;9.54091663e-01;9.63808161e-01;9.71507578e-01;9.77593562e-01;9.82394799e-01;9.86176648e-01;9.89151919e-01;9.91490393e-01;9.93326981e-01;9.94768544e-01;9.95899522e-01;9.96786508e-01;9.97481941e-01;9.98027067e-01;9.98454298e-01;9.98789085e-01;9.99051403e-01;9.99256922e-01;9.99417930e-01;9.99544061e-01;9.99642865e-01;9.99720262e-01;9.99780887e-01;9.99828374e-01;9.99865570e-01;9.99894705e-01;9.99917526e-01;9.99935400e-01;9.99949401e-01;9.99960367e-01;9.99968956e-01;9.99975684e-01;9.99980954e-01;9.99985081e-01;9.99988314e-01;9.99990847e-01;9.99992830e-01;9.99994384e-01;9.99995601e-01;9.99996554e-01;9.99997300e-01;9.99997885e-01;9.99998343e-01;9.99998702e-01;9.99998983e-01;9.99999204e-01;9.99999376e-01;9.99999511e-01;9.99999617e-01;9.99999700e-01;9.99999765e-01;9.99999816e-01;9.99999856e-01;9.99999887e-01;9.99999911e-01;9.99999931e-01;9.99999946e-01;9.99999957e-01;9.99999967e-01;9.99999974e-01;9.99999979e-01;9.99999984e-01;9.99999987e-01;9.99999990e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.84672140e-02;1.99997383e+00;5.16377751e-05
4.99757790e-02;1.49832442e-01;2.48544012e-01;3.44470462e-01;4.35729957e-01;5.20561673e-01;5.97598368e-01;6.66012840e-01;7.25538659e-01;7.76395993e-01;8.19166338e-01;8.54656137e-01;8.83776228e-01;9.07449802e-01;9.26550795e-01;9.41868552e-01;9.54092250e-01;9.63808668e-01;9.71508015e-01;9.77593937e-01;9.82395120e-01;9.86176923e-01;9.89152154e-01;9.91490594e-01;9.93327152e-01;9.94768690e-01;9.95899646e-01;9.96786614e-01;9.97482031e-01;9.98027144e-01;9.98454363e-01;9.98789141e-01;9.99051450e-01;9.99256962e-01;9.99417964e-01;9.99544090e-01;9.99642890e-01;9.99720282e-01;9.99780905e-01;9.99828389e-01;9.99865583e-01;9.99894716e-01;9.99917535e-01;9.99935408e-01;9.99949408e-01;9.99960373e-01;9.99968961e-01;9.99975688e-01;9.99980957e-01;9.99985084e-01;9.99988317e-01;9.99990849e-01;9.99992832e-01;9.99994385e-01;9.99995602e-01;9.99996555e-01;9.99997301e-01;9.99997886e-01;9.99998344e-01;9.99998703e-01;9.99998984e-01;9.99999204e-01;9.99999376e-01;9.99999512e-01;9.99999617e-01;9.99999700e-01;9.99999765e-01;9.99999816e-01;9.99999856e-01;9.99999887e-01;9.99999911e-01;9.99999931e-01;9.99999946e-01;9.99999957e-01;9.99999967e-01;9.99999974e-01;9.99999980e-01;9.99999984e-01;9.99999987e-01;9.99999990e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.84684303e-02;1.99998011e+00;4.22408616e-05
4.99759065e-02;1.49832821e-01;2.48544624e-01;3.44471276e-01;4.35730930e-01;5.20562754e-01;5.97599505e-01;6.66013988e-01;7.25539779e-01;7.76397056e-01;8.19167324e-01;8.54657037e-01;8.83777037e-01;9.07450520e-01;9.26551427e-01;9.41869105e-01;9.54092729e-01;9.63809082e-01;9.71508372e-01;9.77594244e-01;9.82395383e-01;9.86177148e-01;9.89152346e-01;9.91490758e-01;9.93327291e-01;9.94768809e-01;9.95899748e-01;9.96786700e-01;9.97482105e-01;9.98027206e-01;9.98454416e-01;9.98789186e-01;9.99051489e-01;9.99256995e-01;9.99417992e-01;9.99544113e-01;9.99642910e-01;9.99720300e-01;9.99780919e-01;9.99828402e-01;9.99865594e-01;9.99894725e-01;9.99917543e-01;9.99935415e-01;9.99949413e-01;9.99960377e-01;9.99968965e-01;9.99975692e-01;9.99980960e-01;9.99985087e-01;9.99988319e-01;9.99990850e-01;9.99992833e-01;9.99994386e-01;9.99995603e-01;9.99996556e-01;9.99997302e-01;9.99997887e-01;9.99998345e-01;9.99998703e-01;9.99998984e-01;9.99999204e-01;9.99999377e-01;9.99999512e-01;9.99999618e-01;9.99999700e-01;9.99999765e-01;9.99999816e-01;9.99999856e-01;9.99999887e-01;9.99999912e-01;9.99999931e-01;9.99999946e-01;9.99999957e-01;9.99999967e-01;9.99999974e-01;9.99999980e-01;9.99999984e-01;9.99999987e-01;9.99999990e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.84694253e-02;1.99998524e+00;3.45539460e-05
