A search for the stationary solution
---

15 parameters:
eps_0 = 2.00000000e-01
delta = 4.00000000e-02
l = 1.00000000e+00
Gamma = 1.00000000e+00
m = 5.00000000e-01
Phi_gradient = 0.00000000e+00
alpha = 0.00000000e+00
beta = 1.00000000e+00
r_power = 1
x_grid = 100
x_skip = 1
t_grid = 8192000
t_skip = 81920
width = 5.00000000e+00
duration = 6.00000000e+00
+

1.29462462e-01;2.29549073e-01;3.16019982e-01;3.91112082e-01;4.58245868e-01;5.19242105e-01;5.75136287e-01;6.26548376e-01;6.73860365e-01;7.17310710e-01;7.57049313e-01;7.93172352e-01;8.25746430e-01;8.54827277e-01;8.80476199e-01;9.02776286e-01;9.21849063e-01;9.37870078e-01;9.51078749e-01;9.61775769e-01;9.70304382e-01;9.77020229e-01;9.82261105e-01;9.86326200e-01;9.89467281e-01;9.91888933e-01;9.93753671e-01;9.95188775e-01;9.96293074e-01;9.97142908e-01;9.97797080e-01;9.98300808e-01;9.98688841e-01;9.98987872e-01;9.99218412e-01;9.99396221e-01;9.99533415e-01;9.99639314e-01;9.99721088e-01;9.99784255e-01;9.99833067e-01;9.99870798e-01;9.99899974e-01;9.99922541e-01;9.99940002e-01;9.99953516e-01;9.99963977e-01;9.99972078e-01;9.99978353e-01;9.99983214e-01;9.99986981e-01;9.99989900e-01;9.99992164e-01;9.99993919e-01;9.99995280e-01;9.99996336e-01;9.99997155e-01;9.99997791e-01;9.99998284e-01;9.99998667e-01;9.99998965e-01;9.99999196e-01;9.99999375e-01;9.99999514e-01;9.99999622e-01;9.99999706e-01;9.99999772e-01;9.99999822e-01;9.99999862e-01;9.99999893e-01;9.99999916e-01;9.99999935e-01;9.99999949e-01;9.99999961e-01;9.99999969e-01;9.99999976e-01;9.99999981e-01;9.99999986e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.29521817e+00;-7.13595131e-02;1.27667927e-07
1.29462463e-01;2.29549074e-01;3.16019984e-01;3.91112084e-01;4.58245870e-01;5.19242107e-01;5.75136289e-01;6.26548379e-01;6.73860368e-01;7.17310712e-01;7.57049316e-01;7.93172355e-01;8.25746433e-01;8.54827280e-01;8.80476203e-01;9.02776289e-01;9.21849066e-01;9.37870082e-01;9.51078752e-01;9.61775772e-01;9.70304385e-01;9.77020231e-01;9.82261107e-01;9.86326202e-01;9.89467284e-01;9.91888935e-01;9.93753673e-01;9.95188777e-01;9.96293075e-01;9.97142910e-01;9.97797082e-01;9.98300810e-01;9.98688842e-01;9.98987873e-01;9.99218413e-01;9.99396222e-01;9.99533416e-01;9.99639315e-01;9.99721089e-01;9.99784256e-01;9.99833067e-01;9.99870799e-01;9.99899975e-01;9.99922542e-01;9.99940003e-01;9.99953516e-01;9.99963978e-01;9.99972079e-01;9.99978353e-01;9.99983214e-01;9.99986981e-01;9.99989901e-01;9.99992164e-01;9.99993919e-01;9.99995280e-01;9.99996336e-01;9.99997156e-01;9.99997791e-01;9.99998285e-01;9.99998668e-01;9.99998965e-01;9.99999196e-01;9.99999375e-01;9.99999514e-01;9.99999622e-01;9.99999706e-01;9.99999772e-01;9.99999823e-01;9.99999862e-01;9.99999893e-01;9.99999917e-01;9.99999935e-01;9.99999949e-01;9.99999961e-01;9.99999969e-01;9.99999976e-01;9.99999981e-01;9.99999986e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.29521817e+00;-7.13595128e-02;9.02667976e-08
1.29462463e-01;2.29549075e-01;3.16019984e-01;3.91112085e-01;4.58245871e-01;5.19242108e-01;5.75136290e-01;6.26548380e-01;6.73860370e-01;7.17310714e-01;7.57049318e-01;7.93172357e-01;8.25746435e-01;8.54827283e-01;8.80476205e-01;9.02776291e-01;9.21849068e-01;9.37870084e-01;9.51078754e-01;9.61775774e-01;9.70304387e-01;9.77020233e-01;9.82261109e-01;9.86326204e-01;9.89467285e-01;9.91888937e-01;9.93753674e-01;9.95188779e-01;9.96293077e-01;9.97142911e-01;9.97797083e-01;9.98300811e-01;9.98688843e-01;9.98987874e-01;9.99218414e-01;9.99396222e-01;9.99533417e-01;9.99639316e-01;9.99721089e-01;9.99784256e-01;9.99833068e-01;9.99870799e-01;9.99899975e-01;9.99922542e-01;9.99940003e-01;9.99953517e-01;9.99963978e-01;9.99972079e-01;9.99978353e-01;9.99983214e-01;9.99986981e-01;9.99989901e-01;9.99992164e-01;9.99993919e-01;9.99995281e-01;9.99996336e-01;9.99997156e-01;9.99997791e-01;9.99998285e-01;9.99998668e-01;9.99998965e-01;9.99999196e-01;9.99999375e-01;9.99999514e-01;9.99999623e-01;9.99999707e-01;9.99999772e-01;9.99999823e-01;9.99999862e-01;9.99999893e-01;9.99999917e-01;9.99999935e-01;9.99999949e-01;9.99999961e-01;9.99999969e-01;9.99999976e-01;9.99999981e-01;9.99999986e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.29521818e+00;-7.13595127e-02;6.38249875e-08
1.29462464e-01;2.29549075e-01;3.16019985e-01;3.91112085e-01;4.58245872e-01;5.19242109e-01;5.75136291e-01;6.26548382e-01;6.73860371e-01;7.17310716e-01;7.57049319e-01;7.93172358e-01;8.25746437e-01;8.54827284e-01;8.80476207e-01;9.02776293e-01;9.21849070e-01;9.37870085e-01;9.51078756e-01;9.61775775e-01;9.70304388e-01;9.77020235e-01;9.82261111e-01;9.86326205e-01;9.89467286e-01;9.91888938e-01;9.93753675e-01;9.95188779e-01;9.96293077e-01;9.97142912e-01;9.97797083e-01;9.98300812e-01;9.98688844e-01;9.98987875e-01;9.99218414e-01;9.99396223e-01;9.99533417e-01;9.99639316e-01;9.99721090e-01;9.99784257e-01;9.99833068e-01;9.99870800e-01;9.99899976e-01;9.99922543e-01;9.99940003e-01;9.99953517e-01;9.99963978e-01;9.99972079e-01;9.99978354e-01;9.99983215e-01;9.99986981e-01;9.99989901e-01;9.99992165e-01;9.99993920e-01;9.99995281e-01;9.99996337e-01;9.99997156e-01;9.99997791e-01;9.99998285e-01;9.99998668e-01;9.99998965e-01;9.99999196e-01;9.99999375e-01;9.99999514e-01;9.99999623e-01;9.99999707e-01;9.99999772e-01;9.99999823e-01;9.99999862e-01;9.99999893e-01;9.99999917e-01;9.99999935e-01;9.99999950e-01;9.99999961e-01;9.99999969e-01;9.99999976e-01;9.99999981e-01;9.99999986e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.29521818e+00;-7.13595126e-02;4.51487819e-08
1.29462464e-01;2.29549075e-01;3.16019985e-01;3.91112086e-01;4.58245873e-01;5.19242110e-01;5.75136292e-01;6.26548382e-01;6.73860372e-01;7.17310717e-01;7.57049320e-01;7.93172359e-01;8.25746438e-01;8.54827285e-01;8.80476208e-01;9.02776294e-01;9.21849071e-01;9.37870087e-01;9.51078757e-01;9.61775776e-01;9.70304389e-01;9.77020236e-01;9.82261111e-01;9.86326206e-01;9.89467287e-01;9.91888938e-01;9.93753676e-01;9.95188780e-01;9.96293078e-01;9.97142912e-01;9.97797084e-01;9.98300812e-01;9.98688844e-01;9.98987875e-01;9.99218415e-01;9.99396223e-01;9.99533418e-01;9.99639317e-01;9.99721090e-01;9.99784257e-01;9.99833069e-01;9.99870800e-01;9.99899976e-01;9.99922543e-01;9.99940004e-01;9.99953517e-01;9.99963978e-01;9.99972079e-01;9.99978354e-01;9.99983215e-01;9.99986982e-01;9.99989901e-01;9.99992165e-01;9.99993920e-01;9.99995281e-01;9.99996337e-01;9.99997156e-01;9.99997791e-01;9.99998285e-01;9.99998668e-01;9.99998965e-01;9.99999196e-01;9.99999375e-01;9.99999514e-01;9.99999623e-01;9.99999707e-01;9.99999772e-01;9.99999823e-01;9.99999862e-01;9.99999893e-01;9.99999917e-01;9.99999935e-01;9.99999950e-01;9.99999961e-01;9.99999969e-01;9.99999976e-01;9.99999981e-01;9.99999986e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.29521818e+00;-7.13595125e-02;3.19363765e-08
1.29462464e-01;2.29549076e-01;3.16019986e-01;3.91112086e-01;4.58245873e-01;5.19242110e-01;5.75136293e-01;6.26548383e-01;6.73860373e-01;7.17310717e-01;7.57049321e-01;7.93172360e-01;8.25746439e-01;8.54827286e-01;8.80476208e-01;9.02776295e-01;9.21849072e-01;9.37870087e-01;9.51078758e-01;9.61775777e-01;9.70304390e-01;9.77020236e-01;9.82261112e-01;9.86326207e-01;9.89467288e-01;9.91888939e-01;9.93753676e-01;9.95188781e-01;9.96293078e-01;9.97142913e-01;9.97797084e-01;9.98300812e-01;9.98688845e-01;9.98987876e-01;9.99218415e-01;9.99396223e-01;9.99533418e-01;9.99639317e-01;9.99721090e-01;9.99784257e-01;9.99833069e-01;9.99870800e-01;9.99899976e-01;9.99922543e-01;9.99940004e-01;9.99953517e-01;9.99963979e-01;9.99972079e-01;9.99978354e-01;9.99983215e-01;9.99986982e-01;9.99989901e-01;9.99992165e-01;9.99993920e-01;9.99995281e-01;9.99996337e-01;9.99997156e-01;9.99997792e-01;9.99998285e-01;9.99998668e-01;9.99998965e-01;9.99999196e-01;9.99999375e-01;9.99999514e-01;9.99999623e-01;9.99999707e-01;9.99999772e-01;9.99999823e-01;9.99999862e-01;9.99999893e-01;9.99999917e-01;9.99999935e-01;9.99999950e-01;9.99999961e-01;9.99999969e-01;9.99999976e-01;9.99999981e-01;9.99999986e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.29521818e+00;-7.13595124e-02;2.25732886e-08
1.29462464e-01;2.29549076e-01;3.16019986e-01;3.91112086e-01;4.58245874e-01;5.19242110e-01;5.75136293e-01;6.26548384e-01;6.73860373e-01;7.17310718e-01;7.57049321e-01;7.93172361e-01;8.25746439e-01;8.54827287e-01;8.80476209e-01;9.02776296e-01;9.21849072e-01;9.37870088e-01;9.51078758e-01;9.61775778e-01;9.70304390e-01;9.77020237e-01;9.82261113e-01;9.86326207e-01;9.89467288e-01;9.91888939e-01;9.93753677e-01;9.95188781e-01;9.96293079e-01;9.97142913e-01;9.97797085e-01;9.98300813e-01;9.98688845e-01;9.98987876e-01;9.99218415e-01;9.99396224e-01;9.99533418e-01;9.99639317e-01;9.99721090e-01;9.99784257e-01;9.99833069e-01;9.99870800e-01;9.99899976e-01;9.99922543e-01;9.99940004e-01;9.99953517e-01;9.99963979e-01;9.99972079e-01;9.99978354e-01;9.99983215e-01;9.99986982e-01;9.99989901e-01;9.99992165e-01;9.99993920e-01;9.99995281e-01;9.99996337e-01;9.99997156e-01;9.99997792e-01;9.99998285e-01;9.99998668e-01;9.99998965e-01;9.99999196e-01;9.99999375e-01;9.99999514e-01;9.99999623e-01;9.99999707e-01;9.99999772e-01;9.99999823e-01;9.99999862e-01;9.99999893e-01;9.99999917e-01;9.99999935e-01;9.99999950e-01;9.99999961e-01;9.99999969e-01;9.99999976e-01;9.99999981e-01;9.99999986e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.29521818e+00;-7.13595124e-02;1.59914572e-08
1.29462464e-01;2.29549076e-01;3.16019986e-01;3.91112087e-01;4.58245874e-01;5.19242111e-01;5.75136293e-01;6.26548384e-01;6.73860374e-01;7.17310718e-01;7.57049322e-01;7.93172361e-01;8.25746440e-01;8.54827287e-01;8.80476209e-01;9.02776296e-01;9.21849073e-01;9.37870088e-01;9.51078759e-01;9.61775778e-01;9.70304391e-01;9.77020237e-01;9.82261113e-01;9.86326207e-01;9.89467288e-01;9.91888939e-01;9.93753677e-01;9.95188781e-01;9.96293079e-01;9.97142913e-01;9.97797085e-01;9.98300813e-01;9.98688845e-01;9.98987876e-01;9.99218415e-01;9.99396224e-01;9.99533418e-01;9.99639317e-01;9.99721090e-01;9.99784257e-01;9.99833069e-01;9.99870800e-01;9.99899976e-01;9.99922543e-01;9.99940004e-01;9.99953517e-01;9.99963979e-01;9.99972080e-01;9.99978354e-01;9.99983215e-01;9.99986982e-01;9.99989901e-01;9.99992165e-01;9.99993920e-01;9.99995281e-01;9.99996337e-01;9.99997156e-01;9.99997792e-01;9.99998285e-01;9.99998668e-01;9.99998965e-01;9.99999196e-01;9.99999375e-01;9.99999514e-01;9.99999623e-01;9.99999707e-01;9.99999772e-01;9.99999823e-01;9.99999862e-01;9.99999893e-01;9.99999917e-01;9.99999935e-01;9.99999950e-01;9.99999961e-01;9.99999969e-01;9.99999976e-01;9.99999982e-01;9.99999986e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.29521818e+00;-7.13595123e-02;1.13195204e-08
1.29462464e-01;2.29549076e-01;3.16019986e-01;3.91112087e-01;4.58245874e-01;5.19242111e-01;5.75136294e-01;6.26548384e-01;6.73860374e-01;7.17310718e-01;7.57049322e-01;7.93172361e-01;8.25746440e-01;8.54827287e-01;8.80476210e-01;9.02776296e-01;9.21849073e-01;9.37870089e-01;9.51078759e-01;9.61775778e-01;9.70304391e-01;9.77020237e-01;9.82261113e-01;9.86326208e-01;9.89467289e-01;9.91888940e-01;9.93753677e-01;9.95188781e-01;9.96293079e-01;9.97142913e-01;9.97797085e-01;9.98300813e-01;9.98688845e-01;9.98987876e-01;9.99218415e-01;9.99396224e-01;9.99533418e-01;9.99639317e-01;9.99721090e-01;9.99784257e-01;9.99833069e-01;9.99870800e-01;9.99899976e-01;9.99922543e-01;9.99940004e-01;9.99953517e-01;9.99963979e-01;9.99972080e-01;9.99978354e-01;9.99983215e-01;9.99986982e-01;9.99989901e-01;9.99992165e-01;9.99993920e-01;9.99995281e-01;9.99996337e-01;9.99997156e-01;9.99997792e-01;9.99998285e-01;9.99998668e-01;9.99998965e-01;9.99999196e-01;9.99999375e-01;9.99999514e-01;9.99999623e-01;9.99999707e-01;9.99999772e-01;9.99999823e-01;9.99999862e-01;9.99999893e-01;9.99999917e-01;9.99999935e-01;9.99999950e-01;9.99999961e-01;9.99999969e-01;9.99999976e-01;9.99999982e-01;9.99999986e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.29521818e+00;-7.13595123e-02;8.00230415e-09
1.29462464e-01;2.29549076e-01;3.16019986e-01;3.91112087e-01;4.58245874e-01;5.19242111e-01;5.75136294e-01;6.26548384e-01;6.73860374e-01;7.17310719e-01;7.57049322e-01;7.93172362e-01;8.25746440e-01;8.54827288e-01;8.80476210e-01;9.02776296e-01;9.21849073e-01;9.37870089e-01;9.51078759e-01;9.61775778e-01;9.70304391e-01;9.77020238e-01;9.82261113e-01;9.86326208e-01;9.89467289e-01;9.91888940e-01;9.93753677e-01;9.95188781e-01;9.96293079e-01;9.97142913e-01;9.97797085e-01;9.98300813e-01;9.98688845e-01;9.98987876e-01;9.99218415e-01;9.99396224e-01;9.99533418e-01;9.99639317e-01;9.99721090e-01;9.99784258e-01;9.99833069e-01;9.99870800e-01;9.99899976e-01;9.99922543e-01;9.99940004e-01;9.99953517e-01;9.99963979e-01;9.99972080e-01;9.99978354e-01;9.99983215e-01;9.99986982e-01;9.99989901e-01;9.99992165e-01;9.99993920e-01;9.99995281e-01;9.99996337e-01;9.99997156e-01;9.99997792e-01;9.99998285e-01;9.99998668e-01;9.99998965e-01;9.99999196e-01;9.99999375e-01;9.99999514e-01;9.99999623e-01;9.99999707e-01;9.99999772e-01;9.99999823e-01;9.99999862e-01;9.99999893e-01;9.99999917e-01;9.99999935e-01;9.99999950e-01;9.99999961e-01;9.99999969e-01;9.99999976e-01;9.99999982e-01;9.99999986e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.29521818e+00;-7.13595123e-02;5.71206427e-09
1.29462464e-01;2.29549076e-01;3.16019986e-01;3.91112087e-01;4.58245874e-01;5.19242111e-01;5.75136294e-01;6.26548384e-01;6.73860374e-01;7.17310719e-01;7.57049322e-01;7.93172362e-01;8.25746440e-01;8.54827288e-01;8.80476210e-01;9.02776297e-01;9.21849074e-01;9.37870089e-01;9.51078759e-01;9.61775779e-01;9.70304391e-01;9.77020238e-01;9.82261113e-01;9.86326208e-01;9.89467289e-01;9.91888940e-01;9.93753677e-01;9.95188782e-01;9.96293079e-01;9.97142913e-01;9.97797085e-01;9.98300813e-01;9.98688845e-01;9.98987876e-01;9.99218415e-01;9.99396224e-01;9.99533418e-01;9.99639317e-01;9.99721090e-01;9.99784258e-01;9.99833069e-01;9.99870800e-01;9.99899976e-01;9.99922543e-01;9.99940004e-01;9.99953517e-01;9.99963979e-01;9.99972080e-01;9.99978354e-01;9.99983215e-01;9.99986982e-01;9.99989901e-01;9.99992165e-01;9.99993920e-01;9.99995281e-01;9.99996337e-01;9.99997156e-01;9.99997792e-01;9.99998285e-01;9.99998668e-01;9.99998965e-01;9.99999196e-01;9.99999375e-01;9.99999514e-01;9.99999623e-01;9.99999707e-01;9.99999772e-01;9.99999823e-01;9.99999862e-01;9.99999893e-01;9.99999917e-01;9.99999935e-01;9.99999950e-01;9.99999961e-01;9.99999969e-01;9.99999976e-01;9.99999982e-01;9.99999986e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.29521818e+00;-7.13595123e-02;4.03452494e-09
1.29462464e-01;2.29549076e-01;3.16019986e-01;3.91112087e-01;4.58245874e-01;5.19242111e-01;5.75136294e-01;6.26548384e-01;6.73860374e-01;7.17310719e-01;7.57049322e-01;7.93172362e-01;8.25746440e-01;8.54827288e-01;8.80476210e-01;9.02776297e-01;9.21849074e-01;9.37870089e-01;9.51078759e-01;9.61775779e-01;9.70304391e-01;9.77020238e-01;9.82261113e-01;9.86326208e-01;9.89467289e-01;9.91888940e-01;9.93753677e-01;9.95188782e-01;9.96293079e-01;9.97142913e-01;9.97797085e-01;9.98300813e-01;9.98688845e-01;9.98987876e-01;9.99218415e-01;9.99396224e-01;9.99533418e-01;9.99639317e-01;9.99721091e-01;9.99784258e-01;9.99833069e-01;9.99870801e-01;9.99899976e-01;9.99922543e-01;9.99940004e-01;9.99953517e-01;9.99963979e-01;9.99972080e-01;9.99978354e-01;9.99983215e-01;9.99986982e-01;9.99989901e-01;9.99992165e-01;9.99993920e-01;9.99995281e-01;9.99996337e-01;9.99997156e-01;9.99997792e-01;9.99998285e-01;9.99998668e-01;9.99998965e-01;9.99999196e-01;9.99999375e-01;9.99999514e-01;9.99999623e-01;9.99999707e-01;9.99999772e-01;9.99999823e-01;9.99999862e-01;9.99999893e-01;9.99999917e-01;9.99999935e-01;9.99999950e-01;9.99999961e-01;9.99999969e-01;9.99999976e-01;9.99999982e-01;9.99999986e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.29521818e+00;-7.13595123e-02;2.85290236e-09
1.29462464e-01;2.29549076e-01;3.16019986e-01;3.91112087e-01;4.58245874e-01;5.19242111e-01;5.75136294e-01;6.26548384e-01;6.73860374e-01;7.17310719e-01;7.57049322e-01;7.93172362e-01;8.25746441e-01;8.54827288e-01;8.80476210e-01;9.02776297e-01;9.21849074e-01;9.37870089e-01;9.51078759e-01;9.61775779e-01;9.70304391e-01;9.77020238e-01;9.82261113e-01;9.86326208e-01;9.89467289e-01;9.91888940e-01;9.93753677e-01;9.95188782e-01;9.96293079e-01;9.97142913e-01;9.97797085e-01;9.98300813e-01;9.98688845e-01;9.98987876e-01;9.99218416e-01;9.99396224e-01;9.99533418e-01;9.99639317e-01;9.99721091e-01;9.99784258e-01;9.99833069e-01;9.99870801e-01;9.99899976e-01;9.99922543e-01;9.99940004e-01;9.99953517e-01;9.99963979e-01;9.99972080e-01;9.99978354e-01;9.99983215e-01;9.99986982e-01;9.99989901e-01;9.99992165e-01;9.99993920e-01;9.99995281e-01;9.99996337e-01;9.99997156e-01;9.99997792e-01;9.99998285e-01;9.99998668e-01;9.99998965e-01;9.99999196e-01;9.99999375e-01;9.99999514e-01;9.99999623e-01;9.99999707e-01;9.99999772e-01;9.99999823e-01;9.99999862e-01;9.99999893e-01;9.99999917e-01;9.99999935e-01;9.99999950e-01;9.99999961e-01;9.99999969e-01;9.99999976e-01;9.99999982e-01;9.99999986e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.29521818e+00;-7.13595123e-02;2.08449213e-09
1.29462464e-01;2.29549076e-01;3.16019986e-01;3.91112087e-01;4.58245874e-01;5.19242111e-01;5.75136294e-01;6.26548384e-01;6.73860374e-01;7.17310719e-01;7.57049323e-01;7.93172362e-01;8.25746441e-01;8.54827288e-01;8.80476210e-01;9.02776297e-01;9.21849074e-01;9.37870089e-01;9.51078759e-01;9.61775779e-01;9.70304392e-01;9.77020238e-01;9.82261114e-01;9.86326208e-01;9.89467289e-01;9.91888940e-01;9.93753678e-01;9.95188782e-01;9.96293079e-01;9.97142913e-01;9.97797085e-01;9.98300813e-01;9.98688845e-01;9.98987876e-01;9.99218416e-01;9.99396224e-01;9.99533418e-01;9.99639317e-01;9.99721091e-01;9.99784258e-01;9.99833069e-01;9.99870801e-01;9.99899976e-01;9.99922543e-01;9.99940004e-01;9.99953517e-01;9.99963979e-01;9.99972080e-01;9.99978354e-01;9.99983215e-01;9.99986982e-01;9.99989901e-01;9.99992165e-01;9.99993920e-01;9.99995281e-01;9.99996337e-01;9.99997156e-01;9.99997792e-01;9.99998285e-01;9.99998668e-01;9.99998965e-01;9.99999196e-01;9.99999375e-01;9.99999514e-01;9.99999623e-01;9.99999707e-01;9.99999772e-01;9.99999823e-01;9.99999862e-01;9.99999893e-01;9.99999917e-01;9.99999935e-01;9.99999950e-01;9.99999961e-01;9.99999969e-01;9.99999976e-01;9.99999982e-01;9.99999986e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.29521818e+00;-7.13595123e-02;1.49940016e-09
