A search for the stationary solution
---

15 parameters:
eps_0 = 2.00000000e-01
delta = 4.00000000e-02
l = 1.00000000e+00
Gamma = 1.00000000e+00
m = 5.00000000e-01
Phi_gradient = 0.00000000e+00
alpha = 1.00000000e+00
beta = 0.00000000e+00
r_power = 1
x_grid = 100
x_skip = 1
t_grid = 8192000
t_skip = 81920
width = 5.00000000e+00
duration = 6.00000000e+00
+

5.81832374e-03;2.32092138e-02;5.11486381e-02;8.62626927e-02;1.26337225e-01;1.69844083e-01;2.15629145e-01;2.62779347e-01;3.10552303e-01;3.58334593e-01;4.05615248e-01;4.51968004e-01;4.97038916e-01;5.40537306e-01;5.82228826e-01;6.21929832e-01;6.59502560e-01;6.94850774e-01;7.27915681e-01;7.58671992e-01;7.87124080e-01;8.13302220e-01;8.37258913e-01;8.59065346e-01;8.78807990e-01;8.96585403e-01;9.12505252e-01;9.26681586e-01;9.39232382e-01;9.50277368e-01;9.59936128e-01;9.68326497e-01;9.75563209e-01;9.81756816e-01;9.87012830e-01;9.91431086e-01;9.95105294e-01;9.98122758e-01;1.00056424e+00;1.00250397e+00;1.00400969e+00;1.00514287e+00;1.00595894e+00;1.00650758e+00;1.00683300e+00;1.00697437e+00;1.00696611e+00;1.00683830e+00;1.00661703e+00;1.00632475e+00;1.00598066e+00;1.00560098e+00;1.00519931e+00;1.00478693e+00;1.00437305e+00;1.00396506e+00;1.00356881e+00;1.00318876e+00;1.00282824e+00;1.00248957e+00;1.00217425e+00;1.00188308e+00;1.00161630e+00;1.00137369e+00;1.00115465e+00;1.00095831e+00;1.00078358e+00;1.00062923e+00;1.00049390e+00;1.00037621e+00;1.00027473e+00;1.00018803e+00;1.00011472e+00;1.00005345e+00;1.00000295e+00;9.99961989e-01;9.99929432e-01;9.99904223e-01;9.99885387e-01;9.99872036e-01;9.99863362e-01;9.99858642e-01;9.99857228e-01;9.99858549e-01;9.99862100e-01;9.99867446e-01;9.99874209e-01;9.99882067e-01;9.99890750e-01;9.99900033e-01;9.99909732e-01;9.99919699e-01;9.99929817e-01;9.99940000e-01;9.99950183e-01;9.99960319e-01;9.99970382e-01;9.99980353e-01;9.99990226e-01;1.00000000e+00;1.00000000e+00;-1.27297747e+00;-7.50062520e-01;1.15904346e-07
5.81832378e-03;2.32092139e-02;5.11486385e-02;8.62626933e-02;1.26337226e-01;1.69844084e-01;2.15629146e-01;2.62779348e-01;3.10552304e-01;3.58334595e-01;4.05615250e-01;4.51968007e-01;4.97038919e-01;5.40537309e-01;5.82228829e-01;6.21929835e-01;6.59502563e-01;6.94850777e-01;7.27915684e-01;7.58671995e-01;7.87124083e-01;8.13302222e-01;8.37258916e-01;8.59065349e-01;8.78807993e-01;8.96585405e-01;9.12505254e-01;9.26681588e-01;9.39232385e-01;9.50277370e-01;9.59936130e-01;9.68326498e-01;9.75563211e-01;9.81756818e-01;9.87012832e-01;9.91431088e-01;9.95105295e-01;9.98122759e-01;1.00056425e+00;1.00250397e+00;1.00400969e+00;1.00514287e+00;1.00595895e+00;1.00650758e+00;1.00683300e+00;1.00697437e+00;1.00696611e+00;1.00683830e+00;1.00661703e+00;1.00632475e+00;1.00598066e+00;1.00560098e+00;1.00519931e+00;1.00478693e+00;1.00437305e+00;1.00396506e+00;1.00356881e+00;1.00318876e+00;1.00282824e+00;1.00248957e+00;1.00217425e+00;1.00188308e+00;1.00161630e+00;1.00137369e+00;1.00115465e+00;1.00095831e+00;1.00078358e+00;1.00062923e+00;1.00049390e+00;1.00037621e+00;1.00027473e+00;1.00018803e+00;1.00011472e+00;1.00005345e+00;1.00000295e+00;9.99961989e-01;9.99929432e-01;9.99904223e-01;9.99885387e-01;9.99872035e-01;9.99863362e-01;9.99858642e-01;9.99857228e-01;9.99858549e-01;9.99862100e-01;9.99867446e-01;9.99874209e-01;9.99882067e-01;9.99890750e-01;9.99900033e-01;9.99909732e-01;9.99919699e-01;9.99929817e-01;9.99940000e-01;9.99950183e-01;9.99960319e-01;9.99970382e-01;9.99980353e-01;9.99990226e-01;1.00000000e+00;1.00000000e+00;-1.27297748e+00;-7.50062529e-01;8.84515554e-08
5.81832381e-03;2.32092140e-02;5.11486387e-02;8.62626938e-02;1.26337227e-01;1.69844085e-01;2.15629147e-01;2.62779349e-01;3.10552306e-01;3.58334597e-01;4.05615252e-01;4.51968009e-01;4.97038921e-01;5.40537311e-01;5.82228831e-01;6.21929837e-01;6.59502565e-01;6.94850779e-01;7.27915687e-01;7.58671997e-01;7.87124086e-01;8.13302225e-01;8.37258918e-01;8.59065351e-01;8.78807995e-01;8.96585407e-01;9.12505256e-01;9.26681590e-01;9.39232386e-01;9.50277372e-01;9.59936132e-01;9.68326500e-01;9.75563212e-01;9.81756819e-01;9.87012833e-01;9.91431089e-01;9.95105297e-01;9.98122760e-01;1.00056425e+00;1.00250397e+00;1.00400969e+00;1.00514287e+00;1.00595895e+00;1.00650758e+00;1.00683300e+00;1.00697437e+00;1.00696611e+00;1.00683830e+00;1.00661703e+00;1.00632475e+00;1.00598066e+00;1.00560098e+00;1.00519931e+00;1.00478693e+00;1.00437305e+00;1.00396506e+00;1.00356881e+00;1.00318876e+00;1.00282824e+00;1.00248957e+00;1.00217425e+00;1.00188308e+00;1.00161630e+00;1.00137369e+00;1.00115465e+00;1.00095831e+00;1.00078358e+00;1.00062923e+00;1.00049390e+00;1.00037621e+00;1.00027473e+00;1.00018803e+00;1.00011472e+00;1.00005345e+00;1.00000295e+00;9.99961989e-01;9.99929432e-01;9.99904223e-01;9.99885387e-01;9.99872035e-01;9.99863362e-01;9.99858642e-01;9.99857228e-01;9.99858549e-01;9.99862100e-01;9.99867446e-01;9.99874209e-01;9.99882067e-01;9.99890750e-01;9.99900033e-01;9.99909732e-01;9.99919699e-01;9.99929817e-01;9.99940000e-01;9.99950183e-01;9.99960319e-01;9.99970382e-01;9.99980353e-01;9.99990226e-01;1.00000000e+00;1.00000000e+00;-1.27297748e+00;-7.50062536e-01;6.74497753e-08
5.81832384e-03;2.32092141e-02;5.11486389e-02;8.62626941e-02;1.26337227e-01;1.69844086e-01;2.15629148e-01;2.62779350e-01;3.10552307e-01;3.58334598e-01;4.05615253e-01;4.51968010e-01;4.97038922e-01;5.40537313e-01;5.82228833e-01;6.21929839e-01;6.59502567e-01;6.94850781e-01;7.27915688e-01;7.58671999e-01;7.87124087e-01;8.13302226e-01;8.37258920e-01;8.59065353e-01;8.78807996e-01;8.96585409e-01;9.12505258e-01;9.26681592e-01;9.39232388e-01;9.50277373e-01;9.59936133e-01;9.68326501e-01;9.75563213e-01;9.81756820e-01;9.87012834e-01;9.91431090e-01;9.95105297e-01;9.98122761e-01;1.00056425e+00;1.00250397e+00;1.00400969e+00;1.00514287e+00;1.00595895e+00;1.00650758e+00;1.00683300e+00;1.00697437e+00;1.00696611e+00;1.00683830e+00;1.00661703e+00;1.00632475e+00;1.00598066e+00;1.00560098e+00;1.00519931e+00;1.00478693e+00;1.00437305e+00;1.00396506e+00;1.00356881e+00;1.00318876e+00;1.00282824e+00;1.00248957e+00;1.00217425e+00;1.00188308e+00;1.00161630e+00;1.00137369e+00;1.00115465e+00;1.00095831e+00;1.00078358e+00;1.00062923e+00;1.00049390e+00;1.00037621e+00;1.00027473e+00;1.00018803e+00;1.00011472e+00;1.00005345e+00;1.00000295e+00;9.99961989e-01;9.99929432e-01;9.99904223e-01;9.99885387e-01;9.99872035e-01;9.99863362e-01;9.99858642e-01;9.99857228e-01;9.99858549e-01;9.99862100e-01;9.99867446e-01;9.99874209e-01;9.99882067e-01;9.99890750e-01;9.99900033e-01;9.99909732e-01;9.99919698e-01;9.99929817e-01;9.99940000e-01;9.99950183e-01;9.99960319e-01;9.99970382e-01;9.99980353e-01;9.99990226e-01;1.00000000e+00;1.00000000e+00;-1.27297749e+00;-7.50062541e-01;5.14663114e-08
5.81832386e-03;2.32092142e-02;5.11486391e-02;8.62626943e-02;1.26337228e-01;1.69844086e-01;2.15629148e-01;2.62779351e-01;3.10552308e-01;3.58334599e-01;4.05615254e-01;4.51968011e-01;4.97038924e-01;5.40537314e-01;5.82228834e-01;6.21929840e-01;6.59502568e-01;6.94850783e-01;7.27915690e-01;7.58672001e-01;7.87124089e-01;8.13302228e-01;8.37258921e-01;8.59065354e-01;8.78807998e-01;8.96585410e-01;9.12505259e-01;9.26681593e-01;9.39232389e-01;9.50277374e-01;9.59936134e-01;9.68326502e-01;9.75563214e-01;9.81756821e-01;9.87012835e-01;9.91431091e-01;9.95105298e-01;9.98122762e-01;1.00056425e+00;1.00250397e+00;1.00400969e+00;1.00514287e+00;1.00595895e+00;1.00650758e+00;1.00683300e+00;1.00697437e+00;1.00696611e+00;1.00683830e+00;1.00661703e+00;1.00632475e+00;1.00598066e+00;1.00560098e+00;1.00519931e+00;1.00478693e+00;1.00437305e+00;1.00396506e+00;1.00356881e+00;1.00318876e+00;1.00282824e+00;1.00248957e+00;1.00217425e+00;1.00188308e+00;1.00161630e+00;1.00137369e+00;1.00115465e+00;1.00095831e+00;1.00078358e+00;1.00062923e+00;1.00049390e+00;1.00037621e+00;1.00027473e+00;1.00018803e+00;1.00011472e+00;1.00005345e+00;1.00000295e+00;9.99961988e-01;9.99929432e-01;9.99904223e-01;9.99885387e-01;9.99872035e-01;9.99863362e-01;9.99858642e-01;9.99857228e-01;9.99858549e-01;9.99862100e-01;9.99867446e-01;9.99874209e-01;9.99882067e-01;9.99890750e-01;9.99900033e-01;9.99909732e-01;9.99919698e-01;9.99929817e-01;9.99940000e-01;9.99950183e-01;9.99960319e-01;9.99970382e-01;9.99980353e-01;9.99990226e-01;1.00000000e+00;1.00000000e+00;-1.27297749e+00;-7.50062545e-01;3.92955861e-08
5.81832387e-03;2.32092143e-02;5.11486392e-02;8.62626945e-02;1.26337228e-01;1.69844087e-01;2.15629149e-01;2.62779352e-01;3.10552308e-01;3.58334600e-01;4.05615255e-01;4.51968012e-01;4.97038924e-01;5.40537315e-01;5.82228835e-01;6.21929841e-01;6.59502569e-01;6.94850784e-01;7.27915691e-01;7.58672002e-01;7.87124090e-01;8.13302229e-01;8.37258922e-01;8.59065355e-01;8.78807999e-01;8.96585411e-01;9.12505260e-01;9.26681594e-01;9.39232390e-01;9.50277375e-01;9.59936135e-01;9.68326503e-01;9.75563214e-01;9.81756821e-01;9.87012835e-01;9.91431091e-01;9.95105298e-01;9.98122762e-01;1.00056425e+00;1.00250397e+00;1.00400969e+00;1.00514287e+00;1.00595895e+00;1.00650758e+00;1.00683301e+00;1.00697437e+00;1.00696612e+00;1.00683830e+00;1.00661703e+00;1.00632475e+00;1.00598066e+00;1.00560098e+00;1.00519931e+00;1.00478693e+00;1.00437305e+00;1.00396506e+00;1.00356881e+00;1.00318876e+00;1.00282824e+00;1.00248957e+00;1.00217425e+00;1.00188308e+00;1.00161630e+00;1.00137369e+00;1.00115465e+00;1.00095831e+00;1.00078358e+00;1.00062923e+00;1.00049390e+00;1.00037621e+00;1.00027473e+00;1.00018803e+00;1.00011472e+00;1.00005345e+00;1.00000295e+00;9.99961988e-01;9.99929432e-01;9.99904223e-01;9.99885387e-01;9.99872035e-01;9.99863362e-01;9.99858642e-01;9.99857228e-01;9.99858549e-01;9.99862100e-01;9.99867446e-01;9.99874209e-01;9.99882067e-01;9.99890750e-01;9.99900033e-01;9.99909732e-01;9.99919698e-01;9.99929817e-01;9.99940000e-01;9.99950183e-01;9.99960319e-01;9.99970382e-01;9.99980353e-01;9.99990226e-01;1.00000000e+00;1.00000000e+00;-1.27297750e+00;-7.50062548e-01;3.01726366e-08
5.81832388e-03;2.32092143e-02;5.11486393e-02;8.62626947e-02;1.26337228e-01;1.69844087e-01;2.15629149e-01;2.62779352e-01;3.10552309e-01;3.58334600e-01;4.05615256e-01;4.51968013e-01;4.97038925e-01;5.40537316e-01;5.82228836e-01;6.21929842e-01;6.59502570e-01;6.94850784e-01;7.27915692e-01;7.58672002e-01;7.87124090e-01;8.13302230e-01;8.37258923e-01;8.59065356e-01;8.78807999e-01;8.96585412e-01;9.12505260e-01;9.26681594e-01;9.39232390e-01;9.50277375e-01;9.59936135e-01;9.68326503e-01;9.75563215e-01;9.81756822e-01;9.87012835e-01;9.91431091e-01;9.95105299e-01;9.98122762e-01;1.00056425e+00;1.00250397e+00;1.00400969e+00;1.00514287e+00;1.00595895e+00;1.00650758e+00;1.00683301e+00;1.00697437e+00;1.00696612e+00;1.00683830e+00;1.00661703e+00;1.00632475e+00;1.00598066e+00;1.00560098e+00;1.00519931e+00;1.00478693e+00;1.00437305e+00;1.00396506e+00;1.00356881e+00;1.00318876e+00;1.00282824e+00;1.00248957e+00;1.00217425e+00;1.00188308e+00;1.00161630e+00;1.00137369e+00;1.00115465e+00;1.00095831e+00;1.00078358e+00;1.00062923e+00;1.00049390e+00;1.00037621e+00;1.00027473e+00;1.00018803e+00;1.00011472e+00;1.00005345e+00;1.00000295e+00;9.99961988e-01;9.99929432e-01;9.99904223e-01;9.99885387e-01;9.99872035e-01;9.99863362e-01;9.99858642e-01;9.99857228e-01;9.99858549e-01;9.99862100e-01;9.99867446e-01;9.99874209e-01;9.99882067e-01;9.99890750e-01;9.99900033e-01;9.99909732e-01;9.99919698e-01;9.99929817e-01;9.99940000e-01;9.99950183e-01;9.99960319e-01;9.99970382e-01;9.99980353e-01;9.99990226e-01;1.00000000e+00;1.00000000e+00;-1.27297750e+00;-7.50062551e-01;2.29018979e-08
5.81832389e-03;2.32092143e-02;5.11486394e-02;8.62626948e-02;1.26337228e-01;1.69844087e-01;2.15629150e-01;2.62779352e-01;3.10552309e-01;3.58334601e-01;4.05615256e-01;4.51968013e-01;4.97038926e-01;5.40537316e-01;5.82228836e-01;6.21929842e-01;6.59502570e-01;6.94850785e-01;7.27915692e-01;7.58672003e-01;7.87124091e-01;8.13302230e-01;8.37258924e-01;8.59065356e-01;8.78808000e-01;8.96585412e-01;9.12505261e-01;9.26681595e-01;9.39232391e-01;9.50277376e-01;9.59936136e-01;9.68326503e-01;9.75563215e-01;9.81756822e-01;9.87012836e-01;9.91431092e-01;9.95105299e-01;9.98122763e-01;1.00056425e+00;1.00250397e+00;1.00400969e+00;1.00514287e+00;1.00595895e+00;1.00650758e+00;1.00683301e+00;1.00697437e+00;1.00696612e+00;1.00683830e+00;1.00661703e+00;1.00632475e+00;1.00598066e+00;1.00560098e+00;1.00519931e+00;1.00478693e+00;1.00437305e+00;1.00396506e+00;1.00356881e+00;1.00318876e+00;1.00282824e+00;1.00248957e+00;1.00217425e+00;1.00188308e+00;1.00161630e+00;1.00137369e+00;1.00115465e+00;1.00095831e+00;1.00078358e+00;1.00062923e+00;1.00049390e+00;1.00037621e+00;1.00027473e+00;1.00018803e+00;1.00011472e+00;1.00005345e+00;1.00000295e+00;9.99961988e-01;9.99929432e-01;9.99904223e-01;9.99885387e-01;9.99872035e-01;9.99863362e-01;9.99858642e-01;9.99857228e-01;9.99858549e-01;9.99862100e-01;9.99867446e-01;9.99874209e-01;9.99882067e-01;9.99890750e-01;9.99900033e-01;9.99909732e-01;9.99919698e-01;9.99929817e-01;9.99940000e-01;9.99950183e-01;9.99960319e-01;9.99970382e-01;9.99980353e-01;9.99990226e-01;1.00000000e+00;1.00000000e+00;-1.27297750e+00;-7.50062552e-01;1.74640458e-08
5.81832390e-03;2.32092144e-02;5.11486394e-02;8.62626949e-02;1.26337228e-01;1.69844087e-01;2.15629150e-01;2.62779353e-01;3.10552309e-01;3.58334601e-01;4.05615257e-01;4.51968014e-01;4.97038926e-01;5.40537317e-01;5.82228837e-01;6.21929843e-01;6.59502571e-01;6.94850785e-01;7.27915693e-01;7.58672003e-01;7.87124092e-01;8.13302231e-01;8.37258924e-01;8.59065357e-01;8.78808000e-01;8.96585413e-01;9.12505261e-01;9.26681595e-01;9.39232391e-01;9.50277376e-01;9.59936136e-01;9.68326504e-01;9.75563215e-01;9.81756822e-01;9.87012836e-01;9.91431092e-01;9.95105299e-01;9.98122763e-01;1.00056425e+00;1.00250397e+00;1.00400969e+00;1.00514287e+00;1.00595895e+00;1.00650758e+00;1.00683301e+00;1.00697437e+00;1.00696612e+00;1.00683830e+00;1.00661703e+00;1.00632475e+00;1.00598066e+00;1.00560098e+00;1.00519931e+00;1.00478693e+00;1.00437305e+00;1.00396506e+00;1.00356881e+00;1.00318876e+00;1.00282824e+00;1.00248957e+00;1.00217425e+00;1.00188308e+00;1.00161630e+00;1.00137369e+00;1.00115465e+00;1.00095831e+00;1.00078358e+00;1.00062923e+00;1.00049390e+00;1.00037621e+00;1.00027473e+00;1.00018803e+00;1.00011472e+00;1.00005345e+00;1.00000295e+00;9.99961988e-01;9.99929432e-01;9.99904223e-01;9.99885387e-01;9.99872035e-01;9.99863362e-01;9.99858642e-01;9.99857228e-01;9.99858549e-01;9.99862100e-01;9.99867446e-01;9.99874209e-01;9.99882067e-01;9.99890750e-01;9.99900033e-01;9.99909732e-01;9.99919698e-01;9.99929817e-01;9.99940000e-01;9.99950183e-01;9.99960319e-01;9.99970382e-01;9.99980353e-01;9.99990226e-01;1.00000000e+00;1.00000000e+00;-1.27297750e+00;-7.50062554e-01;1.34840015e-08
5.81832390e-03;2.32092144e-02;5.11486395e-02;8.62626950e-02;1.26337228e-01;1.69844087e-01;2.15629150e-01;2.62779353e-01;3.10552310e-01;3.58334601e-01;4.05615257e-01;4.51968014e-01;4.97038926e-01;5.40537317e-01;5.82228837e-01;6.21929843e-01;6.59502571e-01;6.94850786e-01;7.27915693e-01;7.58672004e-01;7.87124092e-01;8.13302231e-01;8.37258924e-01;8.59065357e-01;8.78808000e-01;8.96585413e-01;9.12505261e-01;9.26681595e-01;9.39232391e-01;9.50277376e-01;9.59936136e-01;9.68326504e-01;9.75563216e-01;9.81756822e-01;9.87012836e-01;9.91431092e-01;9.95105299e-01;9.98122763e-01;1.00056425e+00;1.00250397e+00;1.00400969e+00;1.00514287e+00;1.00595895e+00;1.00650758e+00;1.00683301e+00;1.00697437e+00;1.00696612e+00;1.00683830e+00;1.00661703e+00;1.00632475e+00;1.00598066e+00;1.00560098e+00;1.00519931e+00;1.00478693e+00;1.00437305e+00;1.00396506e+00;1.00356881e+00;1.00318876e+00;1.00282824e+00;1.00248957e+00;1.00217425e+00;1.00188308e+00;1.00161630e+00;1.00137369e+00;1.00115465e+00;1.00095831e+00;1.00078358e+00;1.00062923e+00;1.00049390e+00;1.00037621e+00;1.00027473e+00;1.00018803e+00;1.00011472e+00;1.00005345e+00;1.00000295e+00;9.99961988e-01;9.99929432e-01;9.99904223e-01;9.99885387e-01;9.99872035e-01;9.99863362e-01;9.99858642e-01;9.99857228e-01;9.99858549e-01;9.99862100e-01;9.99867446e-01;9.99874209e-01;9.99882067e-01;9.99890750e-01;9.99900033e-01;9.99909732e-01;9.99919698e-01;9.99929817e-01;9.99940000e-01;9.99950183e-01;9.99960319e-01;9.99970382e-01;9.99980353e-01;9.99990226e-01;1.00000000e+00;1.00000000e+00;-1.27297750e+00;-7.50062555e-01;1.01704378e-08
5.81832390e-03;2.32092144e-02;5.11486395e-02;8.62626950e-02;1.26337228e-01;1.69844088e-01;2.15629150e-01;2.62779353e-01;3.10552310e-01;3.58334601e-01;4.05615257e-01;4.51968014e-01;4.97038927e-01;5.40537317e-01;5.82228837e-01;6.21929843e-01;6.59502571e-01;6.94850786e-01;7.27915693e-01;7.58672004e-01;7.87124092e-01;8.13302231e-01;8.37258925e-01;8.59065357e-01;8.78808001e-01;8.96585413e-01;9.12505262e-01;9.26681596e-01;9.39232391e-01;9.50277376e-01;9.59936136e-01;9.68326504e-01;9.75563216e-01;9.81756822e-01;9.87012836e-01;9.91431092e-01;9.95105299e-01;9.98122763e-01;1.00056425e+00;1.00250397e+00;1.00400969e+00;1.00514287e+00;1.00595895e+00;1.00650758e+00;1.00683301e+00;1.00697437e+00;1.00696612e+00;1.00683830e+00;1.00661703e+00;1.00632475e+00;1.00598066e+00;1.00560098e+00;1.00519931e+00;1.00478693e+00;1.00437305e+00;1.00396506e+00;1.00356881e+00;1.00318876e+00;1.00282824e+00;1.00248957e+00;1.00217425e+00;1.00188308e+00;1.00161630e+00;1.00137369e+00;1.00115465e+00;1.00095831e+00;1.00078358e+00;1.00062923e+00;1.00049390e+00;1.00037621e+00;1.00027473e+00;1.00018803e+00;1.00011472e+00;1.00005345e+00;1.00000295e+00;9.99961988e-01;9.99929432e-01;9.99904223e-01;9.99885387e-01;9.99872035e-01;9.99863362e-01;9.99858642e-01;9.99857228e-01;9.99858549e-01;9.99862100e-01;9.99867446e-01;9.99874209e-01;9.99882067e-01;9.99890750e-01;9.99900033e-01;9.99909732e-01;9.99919698e-01;9.99929817e-01;9.99940000e-01;9.99950183e-01;9.99960319e-01;9.99970382e-01;9.99980353e-01;9.99990226e-01;1.00000000e+00;1.00000000e+00;-1.27297751e+00;-7.50062556e-01;7.74785547e-09
5.81832391e-03;2.32092144e-02;5.11486395e-02;8.62626950e-02;1.26337229e-01;1.69844088e-01;2.15629150e-01;2.62779353e-01;3.10552310e-01;3.58334602e-01;4.05615257e-01;4.51968014e-01;4.97038927e-01;5.40537317e-01;5.82228838e-01;6.21929844e-01;6.59502572e-01;6.94850786e-01;7.27915693e-01;7.58672004e-01;7.87124092e-01;8.13302231e-01;8.37258925e-01;8.59065357e-01;8.78808001e-01;8.96585413e-01;9.12505262e-01;9.26681596e-01;9.39232392e-01;9.50277376e-01;9.59936136e-01;9.68326504e-01;9.75563216e-01;9.81756823e-01;9.87012836e-01;9.91431092e-01;9.95105300e-01;9.98122763e-01;1.00056425e+00;1.00250397e+00;1.00400969e+00;1.00514287e+00;1.00595895e+00;1.00650758e+00;1.00683301e+00;1.00697437e+00;1.00696612e+00;1.00683830e+00;1.00661703e+00;1.00632475e+00;1.00598066e+00;1.00560098e+00;1.00519931e+00;1.00478693e+00;1.00437305e+00;1.00396506e+00;1.00356881e+00;1.00318876e+00;1.00282824e+00;1.00248957e+00;1.00217425e+00;1.00188308e+00;1.00161630e+00;1.00137369e+00;1.00115465e+00;1.00095831e+00;1.00078358e+00;1.00062923e+00;1.00049390e+00;1.00037621e+00;1.00027473e+00;1.00018803e+00;1.00011472e+00;1.00005345e+00;1.00000295e+00;9.99961988e-01;9.99929432e-01;9.99904223e-01;9.99885387e-01;9.99872035e-01;9.99863362e-01;9.99858642e-01;9.99857228e-01;9.99858549e-01;9.99862100e-01;9.99867446e-01;9.99874209e-01;9.99882067e-01;9.99890750e-01;9.99900033e-01;9.99909732e-01;9.99919698e-01;9.99929817e-01;9.99940000e-01;9.99950183e-01;9.99960319e-01;9.99970382e-01;9.99980353e-01;9.99990226e-01;1.00000000e+00;1.00000000e+00;-1.27297751e+00;-7.50062556e-01;5.92938476e-09
5.81832391e-03;2.32092144e-02;5.11486395e-02;8.62626951e-02;1.26337229e-01;1.69844088e-01;2.15629150e-01;2.62779353e-01;3.10552310e-01;3.58334602e-01;4.05615257e-01;4.51968014e-01;4.97038927e-01;5.40537317e-01;5.82228838e-01;6.21929844e-01;6.59502572e-01;6.94850786e-01;7.27915694e-01;7.58672004e-01;7.87124093e-01;8.13302232e-01;8.37258925e-01;8.59065358e-01;8.78808001e-01;8.96585414e-01;9.12505262e-01;9.26681596e-01;9.39232392e-01;9.50277377e-01;9.59936137e-01;9.68326504e-01;9.75563216e-01;9.81756823e-01;9.87012837e-01;9.91431092e-01;9.95105300e-01;9.98122763e-01;1.00056425e+00;1.00250397e+00;1.00400969e+00;1.00514287e+00;1.00595895e+00;1.00650758e+00;1.00683301e+00;1.00697437e+00;1.00696612e+00;1.00683830e+00;1.00661703e+00;1.00632475e+00;1.00598066e+00;1.00560098e+00;1.00519931e+00;1.00478693e+00;1.00437305e+00;1.00396506e+00;1.00356881e+00;1.00318876e+00;1.00282824e+00;1.00248957e+00;1.00217425e+00;1.00188308e+00;1.00161630e+00;1.00137369e+00;1.00115465e+00;1.00095831e+00;1.00078358e+00;1.00062923e+00;1.00049390e+00;1.00037621e+00;1.00027473e+00;1.00018803e+00;1.00011472e+00;1.00005345e+00;1.00000295e+00;9.99961988e-01;9.99929432e-01;9.99904223e-01;9.99885387e-01;9.99872035e-01;9.99863362e-01;9.99858642e-01;9.99857228e-01;9.99858549e-01;9.99862100e-01;9.99867446e-01;9.99874209e-01;9.99882067e-01;9.99890750e-01;9.99900033e-01;9.99909732e-01;9.99919698e-01;9.99929817e-01;9.99940000e-01;9.99950183e-01;9.99960319e-01;9.99970382e-01;9.99980353e-01;9.99990226e-01;1.00000000e+00;1.00000000e+00;-1.27297751e+00;-7.50062557e-01;4.65704764e-09
5.81832391e-03;2.32092144e-02;5.11486395e-02;8.62626951e-02;1.26337229e-01;1.69844088e-01;2.15629150e-01;2.62779353e-01;3.10552310e-01;3.58334602e-01;4.05615257e-01;4.51968014e-01;4.97038927e-01;5.40537318e-01;5.82228838e-01;6.21929844e-01;6.59502572e-01;6.94850787e-01;7.27915694e-01;7.58672004e-01;7.87124093e-01;8.13302232e-01;8.37258925e-01;8.59065358e-01;8.78808001e-01;8.96585414e-01;9.12505262e-01;9.26681596e-01;9.39232392e-01;9.50277377e-01;9.59936137e-01;9.68326504e-01;9.75563216e-01;9.81756823e-01;9.87012837e-01;9.91431092e-01;9.95105300e-01;9.98122763e-01;1.00056425e+00;1.00250397e+00;1.00400969e+00;1.00514287e+00;1.00595895e+00;1.00650758e+00;1.00683301e+00;1.00697437e+00;1.00696612e+00;1.00683830e+00;1.00661703e+00;1.00632475e+00;1.00598066e+00;1.00560098e+00;1.00519931e+00;1.00478693e+00;1.00437305e+00;1.00396506e+00;1.00356881e+00;1.00318876e+00;1.00282824e+00;1.00248957e+00;1.00217425e+00;1.00188308e+00;1.00161630e+00;1.00137369e+00;1.00115465e+00;1.00095831e+00;1.00078358e+00;1.00062923e+00;1.00049390e+00;1.00037621e+00;1.00027473e+00;1.00018803e+00;1.00011472e+00;1.00005345e+00;1.00000295e+00;9.99961988e-01;9.99929432e-01;9.99904223e-01;9.99885387e-01;9.99872035e-01;9.99863362e-01;9.99858642e-01;9.99857228e-01;9.99858549e-01;9.99862100e-01;9.99867446e-01;9.99874209e-01;9.99882067e-01;9.99890750e-01;9.99900033e-01;9.99909732e-01;9.99919698e-01;9.99929817e-01;9.99940000e-01;9.99950183e-01;9.99960319e-01;9.99970382e-01;9.99980353e-01;9.99990226e-01;1.00000000e+00;1.00000000e+00;-1.27297751e+00;-7.50062557e-01;3.48554319e-09
